time,step-size,{controller}.Steering_control.delta_f,{controller}.Steering_control.speed,{robot}.robotti_global.d_front_l,{robot}.robotti_global.d_front_r,{robot}.robotti_global.read_right_wheel_pos,{robot}.robotti_global.rear_left_wheel_pos,{robot}.robotti_global.theta,{robot}.robotti_global.x,{robot}.robotti_global.y
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,-0.2955066666666664,-0.2955066666666664,0.0,0.0,0.9983333333333334
2.0,1.0,0.0,1.0,0.0,0.0,-0.5915066666666663,-0.5915066666666663,0.0,0.0,1.9983333333333333
3.0,1.0,0.0,1.0,0.0,0.0,-0.8875066666666689,-0.8875066666666689,0.0,0.0,2.9983333333333335
4.0,1.0,0.0,1.0,0.0,0.0,-1.1835066666666783,-1.1835066666666783,0.0,0.0,3.9983333333333335
5.0,1.0,0.0,1.0,0.0,0.0,-1.4795066666666918,-1.4795066666666918,0.0,0.0,4.998333333333334
6.0,1.0,0.0,1.0,0.0,0.0,-1.7755066666667054,-1.7755066666667054,0.0,0.0,5.998333333333334
7.0,1.0,0.0,1.0,0.0,0.0,-2.0715066666667137,-2.0715066666667137,0.0,0.0,6.998333333333334
8.0,1.0,0.0,1.0,0.0,0.0,-2.367506666666705,-2.367506666666705,0.0,0.0,7.998333333333334
9.0,1.0,0.0,1.0,0.0,0.0,-2.6635066666666964,-2.6635066666666964,0.0,0.0,8.998333333333335
10.0,1.0,-1.1359094520785327,1.0,0.0,0.0,-2.959506666666688,-2.959506666666688,0.0,0.0,9.998333333333335
11.0,1.0,0.0,1.0,-1.4038678280731742,-0.9205445634116548,-3.255506666666679,-3.255506666666679,-0.5337840558623895,-0.6911716585404157,10.703924493092261
12.0,1.0,0.8554535312772149,1.0,0.0,0.0,-3.5515066666666706,-3.5515066666666706,-0.5346751811643301,-1.2013252354202257,11.563763031556705
13.0,1.0,1.3147281665177388,1.0,1.0506102164935562,0.7093691185957859,-3.847506666666662,-3.847506666666662,-0.0837305293344982,-1.0882061990492162,12.548510347521052
